ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0043114	regulation of vascular permeability	50	-0.50275203871814	-1.76001093524092	0.00148732162725195	0.0263325802194002	0.0230847447196929	11171	tags=46%, list=19%, signal=37%	ENSG00000115353/ENSG00000184489/ENSG00000131016/ENSG00000112715/ENSG00000131477/ENSG00000163794/ENSG00000197122/ENSG00000128271/ENSG00000119139/ENSG00000120156/ENSG00000179776/ENSG00000177464/ENSG00000130300/ENSG00000126016/ENSG00000079385/ENSG00000006071/ENSG00000149177/ENSG00000197822/ENSG00000198535/ENSG00000153904/ENSG00000120937/ENSG00000205502/ENSG00000105289
BP	GO:0046164	alcohol catabolic process	38	-0.570577809140019	-1.87050297065563	0.00149890861663753	0.026478488375155	0.023212656701734	8444	tags=63%, list=14%, signal=54%	ENSG00000073060/ENSG00000196502/ENSG00000175066/ENSG00000128039/ENSG00000109193/ENSG00000154930/ENSG00000135929/ENSG00000111275/ENSG00000140263/ENSG00000122787/ENSG00000074660/ENSG00000100253/ENSG00000131069/ENSG00000261052/ENSG00000213648/ENSG00000101323/ENSG00000198814/ENSG00000197165/ENSG00000198075/ENSG00000006534/ENSG00000101188/ENSG00000198099/ENSG00000173597/ENSG00000105398
CC	GO:1904724	tertiary granule lumen	55	-0.486009106967411	-1.69513843826737	0.00150913017657964	0.0265996797716063	0.0233189004661502	6998	tags=31%, list=12%, signal=27%	ENSG00000116260/ENSG00000126759/ENSG00000012223/ENSG00000008438/ENSG00000163739/ENSG00000244734/ENSG00000171302/ENSG00000103811/ENSG00000171236/ENSG00000115828/ENSG00000134827/ENSG00000163736/ENSG00000163131/ENSG00000010438/ENSG00000090382/ENSG00000229314/ENSG00000102837
MF	GO:0046965	nuclear retinoid X receptor binding	17	-0.728547708876039	-1.98809060685624	0.00154404440835215	0.0271100239535125	0.0237662992801033	1061	tags=24%, list=2%, signal=23%	ENSG00000153234/ENSG00000132170/ENSG00000012504/ENSG00000131910
CC	GO:0016328	lateral plasma membrane	69	-0.457464611052445	-1.7003726639773	0.0015449356587104	0.0271100239535125	0.0237662992801033	5994	tags=23%, list=10%, signal=21%	ENSG00000157224/ENSG00000118507/ENSG00000149295/ENSG00000151490/ENSG00000143153/ENSG00000181885/ENSG00000189143/ENSG00000079385/ENSG00000065361/ENSG00000119888/ENSG00000064651/ENSG00000106404/ENSG00000165215/ENSG00000166866/ENSG00000169562/ENSG00000066405
BP	GO:0033085	negative regulation of T cell differentiation in thymus	11	-0.788980563483535	-1.91877681096472	0.00156749022034356	0.0274449504508826	0.0240599162605599	1978	tags=45%, list=3%, signal=44%	ENSG00000125378/ENSG00000164690/ENSG00000141736/ENSG00000129654/ENSG00000163501
BP	GO:0006090	pyruvate metabolic process	127	-0.366050931934009	-1.43044601127053	0.00158578551030418	0.0277039879217379	0.0242870042951431	4307	tags=11%, list=7%, signal=10%	ENSG00000171105/ENSG00000123836/ENSG00000166796/ENSG00000254647/ENSG00000151376/ENSG00000196511/ENSG00000165140/ENSG00000004799/ENSG00000009950/ENSG00000156510/ENSG00000080493/ENSG00000124253/ENSG00000167588/ENSG00000136872
MF	GO:0008392	arachidonate epoxygenase activity	14	-0.756646927479552	-1.95825210769671	0.0016003530898671	0.0278901942211635	0.0244502440859887	6002	tags=57%, list=10%, signal=51%	ENSG00000138115/ENSG00000134716/ENSG00000198077/ENSG00000186115/ENSG00000186204/ENSG00000130649/ENSG00000138109/ENSG00000197408
BP	GO:0045117	azole transmembrane transport	15	-0.738306543739933	-1.93023236406026	0.00160349233897263	0.0278901942211635	0.0244502440859887	1345	tags=27%, list=2%, signal=26%	ENSG00000188338/ENSG00000135917/ENSG00000137860/ENSG00000204385
MF	GO:0030280	structural constituent of skin epidermis	37	0.71503774712135	1.72596491413779	0.00162963659846225	0.0282498307823829	0.0247655234144269	10826	tags=68%, list=19%, signal=55%	ENSG00000167768/ENSG00000189182/ENSG00000203782/ENSG00000170484/ENSG00000185640/ENSG00000186081/ENSG00000161850/ENSG00000170454/ENSG00000081277/ENSG00000143631/ENSG00000185069/ENSG00000135443/ENSG00000139648/ENSG00000185479/ENSG00000186442/ENSG00000205420/ENSG00000161849/ENSG00000186049/ENSG00000186395/ENSG00000169474/ENSG00000170465/ENSG00000180316/ENSG00000172867/ENSG00000205426/ENSG00000170486
MF	GO:0016251	RNA polymerase II general transcription initiation factor activity	53	0.662134562100065	1.67116884308224	0.00163130814601327	0.0282498307823829	0.0247655234144269	3978	tags=9%, list=7%, signal=9%	ENSG00000283776/ENSG00000250782/ENSG00000284373/ENSG00000284356/ENSG00000249156
MF	GO:0045236	CXCR chemokine receptor binding	17	-0.724764086227421	-1.97776570355072	0.00164496095067329	0.0284240632393634	0.0249182662052118	3161	tags=35%, list=5%, signal=33%	ENSG00000109272/ENSG00000163736/ENSG00000151882/ENSG00000163735/ENSG00000163737/ENSG00000160181
BP	GO:0170035	L-amino acid catabolic process	77	-0.436408559888369	-1.62241970525481	0.00170289174158597	0.0293609700281293	0.0257396157981725	4702	tags=21%, list=8%, signal=19%	ENSG00000139410/ENSG00000172508/ENSG00000153086/ENSG00000164867/ENSG00000151224/ENSG00000162882/ENSG00000128683/ENSG00000150540/ENSG00000162174/ENSG00000167701/ENSG00000250799/ENSG00000153904/ENSG00000171759/ENSG00000172482/ENSG00000007171/ENSG00000113924
BP	GO:0006662	glycerol ether metabolic process	22	-0.628864605914682	-1.83256881595155	0.0017306161356627	0.02965075716169	0.0259936608611918	5366	tags=27%, list=9%, signal=25%	ENSG00000180089/ENSG00000144959/ENSG00000111666/ENSG00000187546/ENSG00000176485/ENSG00000069764
BP	GO:0046485	ether lipid metabolic process	22	-0.628864605914682	-1.83256881595155	0.0017306161356627	0.02965075716169	0.0259936608611918	5366	tags=27%, list=9%, signal=25%	ENSG00000180089/ENSG00000144959/ENSG00000111666/ENSG00000187546/ENSG00000176485/ENSG00000069764
MF	GO:0005244	voltage-gated monoatomic ion channel activity	173	-0.34210619444551	-1.36400481558786	0.00173093881838524	0.02965075716169	0.0259936608611918	6484	tags=25%, list=11%, signal=23%	ENSG00000115474/ENSG00000124564/ENSG00000186510/ENSG00000177807/ENSG00000130037/ENSG00000089558/ENSG00000171303/ENSG00000171365/ENSG00000156486/ENSG00000151062/ENSG00000007402/ENSG00000168135/ENSG00000184611/ENSG00000105464/ENSG00000169427/ENSG00000177272/ENSG00000187486/ENSG00000124780/ENSG00000162975/ENSG00000107147/ENSG00000167608/ENSG00000183960/ENSG00000135312/ENSG00000153822/ENSG00000006071/ENSG00000198216/ENSG00000142408/ENSG00000073464/ENSG00000273079/ENSG00000075043/ENSG00000175538/ENSG00000166006/ENSG00000138622/ENSG00000184709/ENSG00000157388/ENSG00000053918/ENSG00000130433/ENSG00000164626/ENSG00000159197/ENSG00000183128/ENSG00000173826/ENSG00000143105/ENSG00000095981/ENSG00000162989
BP	GO:0010565	regulation of ketone metabolic process	141	-0.371801856755873	-1.43866463689827	0.00173948643916141	0.0297328200421671	0.0260656021837282	3643	tags=13%, list=6%, signal=12%	ENSG00000254647/ENSG00000181092/ENSG00000158715/ENSG00000196511/ENSG00000079385/ENSG00000004799/ENSG00000110243/ENSG00000130988/ENSG00000117707/ENSG00000009950/ENSG00000132170/ENSG00000130513/ENSG00000204740/ENSG00000160867/ENSG00000012504/ENSG00000110245/ENSG00000163586/ENSG00000110244
BP	GO:0086091	regulation of heart rate by cardiac conduction	40	-0.558534031107965	-1.84036222176201	0.00174647550726013	0.0297879464751221	0.0261139293746632	2322	tags=38%, list=4%, signal=36%	ENSG00000197122/ENSG00000055118/ENSG00000130529/ENSG00000130037/ENSG00000136717/ENSG00000159640/ENSG00000057294/ENSG00000016082/ENSG00000175538/ENSG00000138622/ENSG00000157388/ENSG00000053918/ENSG00000159197/ENSG00000173826/ENSG00000162989
BP	GO:0071731	response to nitric oxide	22	-0.628092010002777	-1.83031740100122	0.00175353787079189	0.0298440832461226	0.0261631422895062	8149	tags=27%, list=14%, signal=23%	ENSG00000240583/ENSG00000149968/ENSG00000126353/ENSG00000166006/ENSG00000130700/ENSG00000015413
BP	GO:1902106	negative regulation of leukocyte differentiation	120	-0.365772837933456	-1.4459558498842	0.00175832680957693	0.0298613698948322	0.0261782968193394	7398	tags=22%, list=13%, signal=20%	ENSG00000131759/ENSG00000145022/ENSG00000113520/ENSG00000164889/ENSG00000203710/ENSG00000012223/ENSG00000008438/ENSG00000152154/ENSG00000254087/ENSG00000115738/ENSG00000168918/ENSG00000132703/ENSG00000179588/ENSG00000181092/ENSG00000079385/ENSG00000106565/ENSG00000125378/ENSG00000183734/ENSG00000164690/ENSG00000002933/ENSG00000141736/ENSG00000129654/ENSG00000142611/ENSG00000164761/ENSG00000110680/ENSG00000066405/ENSG00000163501
BP	GO:0034379	very-low-density lipoprotein particle assembly	12	-0.791086620829276	-1.92360784980616	0.00177804590910353	0.0301315959842513	0.0264151934788716	4972	tags=42%, list=9%, signal=38%	ENSG00000185000/ENSG00000167780/ENSG00000138823/ENSG00000110245/ENSG00000084674
BP	GO:0002292	T cell differentiation involved in immune response	97	-0.399921263398796	-1.54107568011778	0.00179541576981431	0.0303609410305779	0.0266162513244402	11814	tags=30%, list=20%, signal=24%	ENSG00000104312/ENSG00000117335/ENSG00000105639/ENSG00000114861/ENSG00000162711/ENSG00000110944/ENSG00000130038/ENSG00000204287/ENSG00000138684/ENSG00000126561/ENSG00000113302/ENSG00000131759/ENSG00000122224/ENSG00000171522/ENSG00000115604/ENSG00000196126/ENSG00000166527/ENSG00000006042/ENSG00000166523/ENSG00000162739/ENSG00000162594/ENSG00000137265/ENSG00000179588/ENSG00000156127/ENSG00000168961/ENSG00000118513/ENSG00000183734/ENSG00000143365/ENSG00000124253
BP	GO:0043627	response to estrogen	70	-0.438824719120847	-1.63570505211032	0.00181836899752145	0.0306835229134003	0.0268990462634135	5710	tags=24%, list=10%, signal=22%	ENSG00000171345/ENSG00000120156/ENSG00000253293/ENSG00000272398/ENSG00000178175/ENSG00000157017/ENSG00000147571/ENSG00000157765/ENSG00000005073/ENSG00000125931/ENSG00000137834/ENSG00000057593/ENSG00000164761/ENSG00000106128/ENSG00000141448/ENSG00000158874/ENSG00000066405
BP	GO:0033865	nucleoside bisphosphate metabolic process	18	-0.709592889513744	-1.96147955320851	0.00185569378169771	0.0308528583788985	0.0270474960530067	5281	tags=61%, list=9%, signal=56%	ENSG00000109193/ENSG00000114779/ENSG00000261052/ENSG00000213648/ENSG00000197594/ENSG00000198682/ENSG00000197165/ENSG00000198075/ENSG00000173597/ENSG00000105398/ENSG00000196228
BP	GO:0033875	ribonucleoside bisphosphate metabolic process	18	-0.709592889513744	-1.96147955320851	0.00185569378169771	0.0308528583788985	0.0270474960530067	5281	tags=61%, list=9%, signal=56%	ENSG00000109193/ENSG00000114779/ENSG00000261052/ENSG00000213648/ENSG00000197594/ENSG00000198682/ENSG00000197165/ENSG00000198075/ENSG00000173597/ENSG00000105398/ENSG00000196228
BP	GO:0034032	purine nucleoside bisphosphate metabolic process	18	-0.709592889513744	-1.96147955320851	0.00185569378169771	0.0308528583788985	0.0270474960530067	5281	tags=61%, list=9%, signal=56%	ENSG00000109193/ENSG00000114779/ENSG00000261052/ENSG00000213648/ENSG00000197594/ENSG00000198682/ENSG00000197165/ENSG00000198075/ENSG00000173597/ENSG00000105398/ENSG00000196228
BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	29	-0.607953151233624	-1.90737750218483	0.00184214155550154	0.0308528583788985	0.0270474960530067	10382	tags=45%, list=18%, signal=37%	ENSG00000019582/ENSG00000079805/ENSG00000231389/ENSG00000204287/ENSG00000242574/ENSG00000110057/ENSG00000179344/ENSG00000204252/ENSG00000198502/ENSG00000196126/ENSG00000204257/ENSG00000163131/ENSG00000196188
BP	GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	23	-0.641873219482066	-1.90253780355874	0.00184080364023343	0.0308528583788985	0.0270474960530067	4658	tags=48%, list=8%, signal=44%	ENSG00000157224/ENSG00000159261/ENSG00000181885/ENSG00000189143/ENSG00000106404/ENSG00000213937/ENSG00000253958/ENSG00000184697/ENSG00000165215/ENSG00000165376/ENSG00000066405
BP	GO:0019377	glycolipid catabolic process	26	-0.605136295089112	-1.85270558551989	0.00184122636680919	0.0308528583788985	0.0270474960530067	6232	tags=42%, list=11%, signal=38%	ENSG00000204386/ENSG00000070610/ENSG00000170266/ENSG00000115850/ENSG00000179163/ENSG00000054983/ENSG00000207608/ENSG00000182156/ENSG00000204099/ENSG00000249948/ENSG00000266200
BP	GO:0046323	D-glucose import	84	-0.410836111350538	-1.55245077920495	0.00185061837196567	0.0308528583788985	0.0270474960530067	5717	tags=24%, list=10%, signal=22%	ENSG00000134243/ENSG00000059804/ENSG00000153823/ENSG00000152266/ENSG00000076555/ENSG00000284567/ENSG00000171105/ENSG00000198087/ENSG00000170890/ENSG00000197594/ENSG00000254647/ENSG00000142330/ENSG00000164362/ENSG00000181092/ENSG00000159640/ENSG00000197822/ENSG00000184845/ENSG00000163581/ENSG00000135100/ENSG00000179914
BP	GO:0032371	regulation of sterol transport	76	-0.432368676821143	-1.58630201755613	0.00187889716772393	0.0310429899485745	0.0272141769749883	3611	tags=17%, list=6%, signal=16%	ENSG00000199085/ENSG00000101670/ENSG00000207933/ENSG00000181092/ENSG00000122547/ENSG00000005421/ENSG00000164690/ENSG00000132170/ENSG00000069764/ENSG00000118137/ENSG00000158874/ENSG00000110245/ENSG00000110244
BP	GO:0032374	regulation of cholesterol transport	76	-0.432368676821143	-1.58630201755613	0.00187889716772393	0.0310429899485745	0.0272141769749883	3611	tags=17%, list=6%, signal=16%	ENSG00000199085/ENSG00000101670/ENSG00000207933/ENSG00000181092/ENSG00000122547/ENSG00000005421/ENSG00000164690/ENSG00000132170/ENSG00000069764/ENSG00000118137/ENSG00000158874/ENSG00000110245/ENSG00000110244
BP	GO:0006694	steroid biosynthetic process	170	-0.337554098808871	-1.33026875031006	0.00187518371991734	0.0310429899485745	0.0272141769749883	3687	tags=14%, list=6%, signal=13%	ENSG00000278535/ENSG00000160870/ENSG00000148795/ENSG00000113494/ENSG00000147571/ENSG00000131748/ENSG00000198189/ENSG00000167315/ENSG00000203857/ENSG00000117707/ENSG00000080511/ENSG00000135346/ENSG00000086696/ENSG00000204740/ENSG00000160867/ENSG00000160868/ENSG00000203859/ENSG00000015520/ENSG00000118137/ENSG00000012504/ENSG00000001626/ENSG00000084674/ENSG00000134240
BP	GO:0032530	regulation of microvillus organization	13	-0.763977627753565	-1.8907932494419	0.00188783849455229	0.0311141684957328	0.0272765764275667	5192	tags=62%, list=9%, signal=56%	ENSG00000128567/ENSG00000081923/ENSG00000076864/ENSG00000120756/ENSG00000127831/ENSG00000074276/ENSG00000006611/ENSG00000099834
BP	GO:0090208	positive regulation of triglyceride metabolic process	22	-0.624917332580006	-1.82106610145128	0.00189106836573761	0.0311141684957328	0.0272765764275667	6987	tags=32%, list=12%, signal=28%	ENSG00000025434/ENSG00000234906/ENSG00000177666/ENSG00000214456/ENSG00000110243/ENSG00000130988/ENSG00000110244
BP	GO:1901607	alpha-amino acid biosynthetic process	65	-0.451506002351471	-1.65263911028315	0.00194345573710353	0.0319097690942684	0.0279740484019423	8996	tags=23%, list=15%, signal=20%	ENSG00000183010/ENSG00000106397/ENSG00000059573/ENSG00000166228/ENSG00000177000/ENSG00000179918/ENSG00000101323/ENSG00000116761/ENSG00000130707/ENSG00000100031/ENSG00000126522/ENSG00000171759/ENSG00000172482/ENSG00000021826/ENSG00000036473
BP	GO:0042159	lipoprotein catabolic process	15	-0.729575630497294	-1.90740622029702	0.00196203302053906	0.0320816721581532	0.0281247491047694	6805	tags=27%, list=12%, signal=24%	ENSG00000234906/ENSG00000136379/ENSG00000185269/ENSG00000084674
BP	GO:0170040	proteinogenic amino acid catabolic process	77	-0.431702019844564	-1.60492237817994	0.0019584062561052	0.0320816721581532	0.0281247491047694	4702	tags=21%, list=8%, signal=19%	ENSG00000139410/ENSG00000172508/ENSG00000153086/ENSG00000164867/ENSG00000151224/ENSG00000162882/ENSG00000128683/ENSG00000150540/ENSG00000162174/ENSG00000167701/ENSG00000250799/ENSG00000153904/ENSG00000171759/ENSG00000172482/ENSG00000007171/ENSG00000113924
BP	GO:0016266	O-glycan processing	40	-0.55474274951401	-1.8278699992134	0.00197784651684094	0.0322735615139777	0.0282929710092211	5585	tags=38%, list=10%, signal=34%	ENSG00000115339/ENSG00000109586/ENSG00000182870/ENSG00000073849/ENSG00000130035/ENSG00000119514/ENSG00000198488/ENSG00000136542/ENSG00000257594/ENSG00000187210/ENSG00000179913/ENSG00000156966/ENSG00000140835/ENSG00000140297/ENSG00000118017
MF	GO:1901474	azole transmembrane transporter activity	14	-0.747371271240494	-1.93424609812906	0.00198385587834691	0.0322927030382159	0.0283097516359923	1345	tags=29%, list=2%, signal=28%	ENSG00000188338/ENSG00000135917/ENSG00000137860/ENSG00000204385
BP	GO:0030168	platelet activation	140	-0.350944212286633	-1.36846034850675	0.00198718048769411	0.0322927030382159	0.0283097516359923	9565	tags=31%, list=16%, signal=26%	ENSG00000178732/ENSG00000142615/ENSG00000136869/ENSG00000135605/ENSG00000111252/ENSG00000173432/ENSG00000171155/ENSG00000205639/ENSG00000213719/ENSG00000197122/ENSG00000274588/ENSG00000163932/ENSG00000185989/ENSG00000138722/ENSG00000134853/ENSG00000187800/ENSG00000054179/ENSG00000149781/ENSG00000096968/ENSG00000110799/ENSG00000174175/ENSG00000254087/ENSG00000102468/ENSG00000244734/ENSG00000101162/ENSG00000105851/ENSG00000108405/ENSG00000154229/ENSG00000182866/ENSG00000164867/ENSG00000077044/ENSG00000102245/ENSG00000127533/ENSG00000079385/ENSG00000149177/ENSG00000169704/ENSG00000150594/ENSG00000180210/ENSG00000185615/ENSG00000171564/ENSG00000171557/ENSG00000163737/ENSG00000171560
CC	GO:0098576	lumenal side of membrane	44	-0.521609710103181	-1.76734771955945	0.00199597200829729	0.0323691034296409	0.0283767288755122	15086	tags=43%, list=26%, signal=32%	ENSG00000234745/ENSG00000206341/ENSG00000127022/ENSG00000101294/ENSG00000206503/ENSG00000223865/ENSG00000204525/ENSG00000204642/ENSG00000019582/ENSG00000005206/ENSG00000231389/ENSG00000204287/ENSG00000064601/ENSG00000179344/ENSG00000198502/ENSG00000196126/ENSG00000053918/ENSG00000106927/ENSG00000167580
BP	GO:0055078	sodium ion homeostasis	47	-0.507417319910797	-1.73170657809136	0.00201613869155328	0.0326292875356906	0.0286048221203911	5416	tags=32%, list=9%, signal=29%	ENSG00000105409/ENSG00000149295/ENSG00000143153/ENSG00000136160/ENSG00000169344/ENSG00000186115/ENSG00000186204/ENSG00000137731/ENSG00000064651/ENSG00000105675/ENSG00000120937/ENSG00000160183/ENSG00000100373/ENSG00000135744/ENSG00000186009
MF	GO:0005267	potassium channel activity	125	-0.379399313993504	-1.4907123461104	0.00204424487893548	0.0330166407589702	0.0289443995640467	6006	tags=27%, list=10%, signal=24%	ENSG00000177807/ENSG00000130037/ENSG00000182132/ENSG00000089558/ENSG00000171303/ENSG00000156486/ENSG00000168135/ENSG00000184611/ENSG00000169427/ENSG00000177272/ENSG00000187486/ENSG00000124780/ENSG00000162975/ENSG00000107147/ENSG00000183960/ENSG00000072954/ENSG00000104783/ENSG00000153822/ENSG00000006071/ENSG00000124249/ENSG00000075043/ENSG00000175538/ENSG00000166006/ENSG00000138622/ENSG00000184709/ENSG00000053918/ENSG00000164626/ENSG00000159197/ENSG00000173826/ENSG00000143105/ENSG00000070985/ENSG00000150201/ENSG00000095981/ENSG00000162989
BP	GO:0060081	membrane hyperpolarization	13	-0.760934156991976	-1.88326086398736	0.00206089644994954	0.0332177892156836	0.0291207385606547	1323	tags=38%, list=2%, signal=38%	ENSG00000130037/ENSG00000166006/ENSG00000135744/ENSG00000001626/ENSG00000091138
BP	GO:0032760	positive regulation of tumor necrosis factor production	108	-0.376252890946596	-1.46183849576536	0.00207018492363773	0.033299681881441	0.0291925306625936	3149	tags=32%, list=5%, signal=31%	ENSG00000010671/ENSG00000137033/ENSG00000172936/ENSG00000089127/ENSG00000104312/ENSG00000116584/ENSG00000150455/ENSG00000187116/ENSG00000116824/ENSG00000131016/ENSG00000110944/ENSG00000122122/ENSG00000136869/ENSG00000063176/ENSG00000239998/ENSG00000124198/ENSG00000113302/ENSG00000239732/ENSG00000181722/ENSG00000184988/ENSG00000096968/ENSG00000051523/ENSG00000121807/ENSG00000168961/ENSG00000129988/ENSG00000006071/ENSG00000149177/ENSG00000133216/ENSG00000016082/ENSG00000163251/ENSG00000207736/ENSG00000112115/ENSG00000163737/ENSG00000229314/ENSG00000228278
